# Synthetic flood velocity hydrograph — case 040
# type=flash  V_peak=0.516 m/s  lead_ratio=0.084  alpha_v=3.363  recession_ratio_v=1.635
# time (min), velocity (m/s)
0.0,0.0
5.0,0.0045
10.0,0.0332
15.0,0.0931
20.0,0.1754
25.0,0.2661
30.0,0.3518
35.0,0.4232
40.0,0.4749
45.0,0.5054
50.0,0.516
55.0,0.3985
60.0,0.3014
65.0,0.2279
70.0,0.1723
75.0,0.1303
80.0,0.0985
85.0,0.0745
90.0,0.0563
95.0,0.0426
100.0,0.0322
105.0,0.0243
110.0,0.0184
115.0,0.0139
120.0,0.0105
125.0,0.008
130.0,0.006
135.0,0.0046
140.0,0.0034
145.0,0.0026
150.0,0.002
155.0,0.0015
160.0,0.0011
185.0,0.0003
