# Synthetic flood velocity hydrograph — case 083
# type=flash  V_peak=1.512 m/s  lead_ratio=0.130  alpha_v=3.307  recession_ratio_v=1.235
# time (min), velocity (m/s)
0.0,0.0
5.0,0.0015
10.0,0.0129
15.0,0.042
20.0,0.0927
25.0,0.1656
30.0,0.2583
35.0,0.367
40.0,0.4871
45.0,0.6138
50.0,0.7423
55.0,0.8683
60.0,0.9882
65.0,1.0991
70.0,1.1986
75.0,1.2852
80.0,1.358
85.0,1.4164
90.0,1.4605
95.0,1.4906
100.0,1.5074
105.0,1.4799
110.0,1.2379
115.0,1.0354
120.0,0.8661
125.0,0.7245
130.0,0.606
135.0,0.5069
140.0,0.424
145.0,0.3546
150.0,0.2966
155.0,0.2481
160.0,0.2075
165.0,0.1736
170.0,0.1452
175.0,0.1215
180.0,0.1016
185.0,0.085
190.0,0.0711
195.0,0.0595
200.0,0.0497
205.0,0.0416
210.0,0.0348
215.0,0.0291
220.0,0.0243
225.0,0.0204
230.0,0.017
235.0,0.0142
240.0,0.0119
245.0,0.01
250.0,0.0083
255.0,0.007
260.0,0.0058
265.0,0.0049
270.0,0.0041
275.0,0.0034
280.0,0.0029
285.0,0.0024
290.0,0.002
295.0,0.0017
300.0,0.0014
305.0,0.0012
310.0,0.001
335.0,0.0004
