# Synthetic flood velocity hydrograph — case 071
# type=flash  V_peak=0.347 m/s  lead_ratio=0.045  alpha_v=1.613  recession_ratio_v=1.305
# time (min), velocity (m/s)
0.0,0.0
5.0,0.0039
10.0,0.0115
15.0,0.0212
20.0,0.0325
25.0,0.0449
30.0,0.0581
35.0,0.0717
40.0,0.0857
45.0,0.0998
50.0,0.1139
55.0,0.1279
60.0,0.1418
65.0,0.1554
70.0,0.1686
75.0,0.1815
80.0,0.194
85.0,0.2061
90.0,0.2177
95.0,0.2288
100.0,0.2393
105.0,0.2494
110.0,0.2589
115.0,0.2679
120.0,0.2764
125.0,0.2843
130.0,0.2917
135.0,0.2986
140.0,0.305
145.0,0.3109
150.0,0.3163
155.0,0.3212
160.0,0.3256
165.0,0.3295
170.0,0.3331
175.0,0.3361
180.0,0.3388
185.0,0.3411
190.0,0.343
195.0,0.3445
200.0,0.3456
205.0,0.3464
210.0,0.3469
215.0,0.3463
220.0,0.319
225.0,0.2938
230.0,0.2707
235.0,0.2493
240.0,0.2297
245.0,0.2116
250.0,0.1949
255.0,0.1795
260.0,0.1654
265.0,0.1523
270.0,0.1403
275.0,0.1293
280.0,0.1191
285.0,0.1097
290.0,0.101
295.0,0.0931
300.0,0.0857
305.0,0.079
310.0,0.0728
315.0,0.067
320.0,0.0617
325.0,0.0569
330.0,0.0524
335.0,0.0483
340.0,0.0445
345.0,0.0409
350.0,0.0377
355.0,0.0347
360.0,0.032
365.0,0.0295
370.0,0.0272
375.0,0.025
380.0,0.023
385.0,0.0212
390.0,0.0196
395.0,0.018
400.0,0.0166
405.0,0.0153
410.0,0.0141
415.0,0.013
420.0,0.0119
425.0,0.011
430.0,0.0101
435.0,0.0093
440.0,0.0086
445.0,0.0079
450.0,0.0073
455.0,0.0067
460.0,0.0062
465.0,0.0057
470.0,0.0053
475.0,0.0048
480.0,0.0045
485.0,0.0041
490.0,0.0038
495.0,0.0035
500.0,0.0032
505.0,0.003
510.0,0.0027
515.0,0.0025
520.0,0.0023
525.0,0.0021
530.0,0.002
535.0,0.0018
540.0,0.0017
545.0,0.0015
550.0,0.0014
555.0,0.0013
560.0,0.0012
565.0,0.0011
570.0,0.001
575.0,0.0009
580.0,0.0009
585.0,0.0008
590.0,0.0007
595.0,0.0007
600.0,0.0006
605.0,0.0006
610.0,0.0005
615.0,0.0005
640.0,0.0003
