# Synthetic flood velocity hydrograph — case 067
# type=short  V_peak=0.774 m/s  lead_ratio=0.152  alpha_v=2.788  recession_ratio_v=3.594
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0071
30.0,0.0401
45.0,0.1011
60.0,0.1835
75.0,0.2784
90.0,0.3768
105.0,0.4716
120.0,0.5572
135.0,0.63
150.0,0.6882
165.0,0.7309
180.0,0.7585
195.0,0.7721
210.0,0.7431
225.0,0.6761
240.0,0.6152
255.0,0.5597
270.0,0.5093
285.0,0.4634
300.0,0.4216
315.0,0.3836
330.0,0.3491
345.0,0.3176
360.0,0.289
375.0,0.2629
390.0,0.2392
405.0,0.2177
420.0,0.1981
435.0,0.1802
450.0,0.164
465.0,0.1492
480.0,0.1358
495.0,0.1235
510.0,0.1124
525.0,0.1023
540.0,0.093
555.0,0.0847
570.0,0.077
585.0,0.0701
600.0,0.0638
615.0,0.058
630.0,0.0528
645.0,0.048
660.0,0.0437
675.0,0.0398
690.0,0.0362
705.0,0.0329
720.0,0.03
735.0,0.0273
750.0,0.0248
765.0,0.0226
780.0,0.0205
795.0,0.0187
810.0,0.017
825.0,0.0155
840.0,0.0141
855.0,0.0128
870.0,0.0117
885.0,0.0106
900.0,0.0096
915.0,0.0088
930.0,0.008
945.0,0.0073
960.0,0.0066
975.0,0.006
990.0,0.0055
1005.0,0.005
1020.0,0.0045
1035.0,0.0041
1050.0,0.0038
1065.0,0.0034
1080.0,0.0031
1095.0,0.0028
1110.0,0.0026
1125.0,0.0023
1200.0,0.0015
