# Synthetic flood velocity hydrograph — case 016
# type=short  V_peak=0.777 m/s  lead_ratio=0.172  alpha_v=2.466  recession_ratio_v=1.687
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0022
30.0,0.0113
45.0,0.0281
60.0,0.0524
75.0,0.0832
90.0,0.1196
105.0,0.1602
120.0,0.204
135.0,0.2499
150.0,0.2968
165.0,0.344
180.0,0.3905
195.0,0.4358
210.0,0.4794
225.0,0.5206
240.0,0.5592
255.0,0.5949
270.0,0.6275
285.0,0.6569
300.0,0.683
315.0,0.7057
330.0,0.7251
345.0,0.7412
360.0,0.7542
375.0,0.7641
390.0,0.7711
405.0,0.7754
420.0,0.777
435.0,0.7157
450.0,0.6495
465.0,0.5895
480.0,0.535
495.0,0.4856
510.0,0.4407
525.0,0.4
540.0,0.363
555.0,0.3295
570.0,0.299
585.0,0.2714
600.0,0.2463
615.0,0.2235
630.0,0.2029
645.0,0.1841
660.0,0.1671
675.0,0.1517
690.0,0.1377
705.0,0.1249
720.0,0.1134
735.0,0.1029
750.0,0.0934
765.0,0.0848
780.0,0.0769
795.0,0.0698
810.0,0.0634
825.0,0.0575
840.0,0.0522
855.0,0.0474
870.0,0.043
885.0,0.039
900.0,0.0354
915.0,0.0321
930.0,0.0292
945.0,0.0265
960.0,0.024
975.0,0.0218
990.0,0.0198
1005.0,0.018
1020.0,0.0163
1035.0,0.0148
1050.0,0.0134
1065.0,0.0122
1080.0,0.0111
1095.0,0.01
1110.0,0.0091
1125.0,0.0083
1140.0,0.0075
1155.0,0.0068
1170.0,0.0062
1185.0,0.0056
1200.0,0.0051
1215.0,0.0046
1230.0,0.0042
1245.0,0.0038
1260.0,0.0035
1275.0,0.0031
1290.0,0.0028
1305.0,0.0026
1320.0,0.0023
1335.0,0.0021
1350.0,0.0019
1365.0,0.0018
1380.0,0.0016
1395.0,0.0014
1410.0,0.0013
1425.0,0.0012
1440.0,0.0011
1455.0,0.001
1470.0,0.0009
1485.0,0.0008
1500.0,0.0007
1515.0,0.0007
1530.0,0.0006
1545.0,0.0005
1560.0,0.0005
1575.0,0.0005
1590.0,0.0004
1605.0,0.0004
1680.0,0.0002
