# Synthetic flood velocity hydrograph — case 097
# type=prolonged  V_peak=0.855 m/s  lead_ratio=0.170  alpha_v=3.160  recession_ratio_v=6.722
# time (min), velocity (m/s)
0.0,0.0
60.0,0.0001
120.0,0.0011
180.0,0.0038
240.0,0.0086
300.0,0.0162
360.0,0.0268
420.0,0.0405
480.0,0.0573
540.0,0.0772
600.0,0.1
660.0,0.1254
720.0,0.1532
780.0,0.1831
840.0,0.2148
900.0,0.2479
960.0,0.2821
1020.0,0.3171
1080.0,0.3525
1140.0,0.3881
1200.0,0.4236
1260.0,0.4587
1320.0,0.4931
1380.0,0.5266
1440.0,0.5591
1500.0,0.5903
1560.0,0.6202
1620.0,0.6485
1680.0,0.6751
1740.0,0.7
1800.0,0.7231
1860.0,0.7444
1920.0,0.7637
1980.0,0.7812
2040.0,0.7967
2100.0,0.8103
2160.0,0.822
2220.0,0.8319
2280.0,0.84
2340.0,0.8462
2400.0,0.8508
2460.0,0.8536
2520.0,0.8549
2580.0,0.8458
2640.0,0.8322
2700.0,0.8188
2760.0,0.8057
2820.0,0.7928
2880.0,0.78
2940.0,0.7675
3000.0,0.7552
3060.0,0.7431
3120.0,0.7311
3180.0,0.7194
3240.0,0.7078
3300.0,0.6965
3360.0,0.6853
3420.0,0.6743
3480.0,0.6635
3540.0,0.6528
3600.0,0.6423
3660.0,0.632
3720.0,0.6219
3780.0,0.6119
3840.0,0.6021
3900.0,0.5924
3960.0,0.5829
4020.0,0.5735
4080.0,0.5643
4140.0,0.5553
4200.0,0.5464
4260.0,0.5376
4320.0,0.529
4380.0,0.5205
4440.0,0.5121
4500.0,0.5039
4560.0,0.4958
4620.0,0.4878
4680.0,0.48
4740.0,0.4723
4800.0,0.4647
4860.0,0.4573
4920.0,0.4499
4980.0,0.4427
5040.0,0.4356
5100.0,0.4286
5160.0,0.4217
5220.0,0.4149
5280.0,0.4083
5340.0,0.4017
5400.0,0.3953
5460.0,0.3889
5520.0,0.3827
5580.0,0.3765
5640.0,0.3705
5700.0,0.3646
5760.0,0.3587
5820.0,0.3529
5880.0,0.3473
5940.0,0.3417
6000.0,0.3362
6060.0,0.3308
6120.0,0.3255
6180.0,0.3203
6240.0,0.3151
6300.0,0.3101
6360.0,0.3051
6420.0,0.3002
6480.0,0.2954
6540.0,0.2906
6600.0,0.286
6660.0,0.2814
6720.0,0.2769
6780.0,0.2724
6840.0,0.268
6900.0,0.2637
6960.0,0.2595
7020.0,0.2553
7080.0,0.2512
7140.0,0.2472
7200.0,0.2432
7260.0,0.2393
7320.0,0.2355
7380.0,0.2317
7440.0,0.228
7500.0,0.2243
7560.0,0.2207
7620.0,0.2172
7680.0,0.2137
7740.0,0.2103
7800.0,0.2069
7860.0,0.2036
7920.0,0.2003
7980.0,0.1971
8040.0,0.1939
8100.0,0.1908
8160.0,0.1877
8220.0,0.1847
8280.0,0.1818
8340.0,0.1788
8400.0,0.176
8460.0,0.1732
8520.0,0.1704
8580.0,0.1676
8640.0,0.1649
8700.0,0.1623
8760.0,0.1597
8820.0,0.1571
8880.0,0.1546
8940.0,0.1521
9000.0,0.1497
9060.0,0.1473
9120.0,0.1449
9180.0,0.1426
9240.0,0.1403
9300.0,0.138
9360.0,0.1358
9420.0,0.1337
9480.0,0.1315
9540.0,0.1294
9600.0,0.1273
9660.0,0.1253
9720.0,0.1233
