# Synthetic flood velocity hydrograph — case 099
# type=flash  V_peak=0.610 m/s  lead_ratio=0.127  alpha_v=3.207  recession_ratio_v=1.953
# time (min), velocity (m/s)
0.0,0.0
5.0,0.0002
10.0,0.0013
15.0,0.0044
20.0,0.01
25.0,0.0187
30.0,0.0306
35.0,0.0458
40.0,0.0641
45.0,0.0853
50.0,0.109
55.0,0.135
60.0,0.1629
65.0,0.192
70.0,0.2222
75.0,0.2529
80.0,0.2837
85.0,0.3144
90.0,0.3445
95.0,0.3738
100.0,0.402
105.0,0.4288
110.0,0.4541
115.0,0.4777
120.0,0.4995
125.0,0.5194
130.0,0.5374
135.0,0.5533
140.0,0.5672
145.0,0.5791
150.0,0.5889
155.0,0.5968
160.0,0.6028
165.0,0.6069
170.0,0.6093
175.0,0.6067
180.0,0.5671
185.0,0.5301
190.0,0.4955
195.0,0.4631
200.0,0.4329
205.0,0.4046
210.0,0.3782
215.0,0.3535
220.0,0.3304
225.0,0.3088
230.0,0.2887
235.0,0.2698
240.0,0.2522
245.0,0.2357
250.0,0.2203
255.0,0.206
260.0,0.1925
265.0,0.1799
270.0,0.1682
275.0,0.1572
280.0,0.1469
285.0,0.1373
290.0,0.1284
295.0,0.12
300.0,0.1122
305.0,0.1048
310.0,0.098
315.0,0.0916
320.0,0.0856
325.0,0.08
330.0,0.0748
335.0,0.0699
340.0,0.0653
345.0,0.0611
350.0,0.0571
355.0,0.0534
360.0,0.0499
365.0,0.0466
370.0,0.0436
375.0,0.0407
380.0,0.0381
385.0,0.0356
390.0,0.0333
395.0,0.0311
400.0,0.0291
405.0,0.0272
410.0,0.0254
415.0,0.0237
420.0,0.0222
425.0,0.0207
430.0,0.0194
435.0,0.0181
440.0,0.0169
445.0,0.0158
450.0,0.0148
455.0,0.0138
460.0,0.0129
465.0,0.0121
470.0,0.0113
475.0,0.0106
480.0,0.0099
485.0,0.0092
490.0,0.0086
495.0,0.0081
500.0,0.0075
505.0,0.007
510.0,0.0066
515.0,0.0061
520.0,0.0057
525.0,0.0054
530.0,0.005
535.0,0.0047
540.0,0.0044
545.0,0.0041
550.0,0.0038
555.0,0.0036
560.0,0.0033
565.0,0.0031
570.0,0.0029
575.0,0.0027
580.0,0.0026
585.0,0.0024
590.0,0.0022
595.0,0.0021
600.0,0.002
605.0,0.0018
610.0,0.0017
615.0,0.0016
620.0,0.0015
625.0,0.0014
650.0,0.001
