# Synthetic flood velocity hydrograph — case 088
# type=short  V_peak=1.131 m/s  lead_ratio=0.048  alpha_v=1.564  recession_ratio_v=2.955
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0214
30.0,0.0604
45.0,0.1087
60.0,0.1627
75.0,0.22
90.0,0.2792
105.0,0.339
120.0,0.3986
135.0,0.4573
150.0,0.5144
165.0,0.5698
180.0,0.6229
195.0,0.6736
210.0,0.7217
225.0,0.767
240.0,0.8096
255.0,0.8493
270.0,0.8861
285.0,0.9201
300.0,0.9512
315.0,0.9796
330.0,1.0052
345.0,1.0282
360.0,1.0486
375.0,1.0664
390.0,1.0819
405.0,1.0951
420.0,1.106
435.0,1.1148
450.0,1.1216
465.0,1.1265
480.0,1.1296
495.0,1.1309
510.0,1.0956
525.0,1.0455
540.0,0.9978
555.0,0.9522
570.0,0.9087
585.0,0.8671
600.0,0.8275
615.0,0.7897
630.0,0.7536
645.0,0.7192
660.0,0.6863
675.0,0.655
690.0,0.625
705.0,0.5965
720.0,0.5692
735.0,0.5432
750.0,0.5184
765.0,0.4947
780.0,0.4721
795.0,0.4505
810.0,0.4299
825.0,0.4103
840.0,0.3915
855.0,0.3736
870.0,0.3566
885.0,0.3403
900.0,0.3247
915.0,0.3099
930.0,0.2957
945.0,0.2822
960.0,0.2693
975.0,0.257
990.0,0.2453
1005.0,0.2341
1020.0,0.2234
1035.0,0.2132
1050.0,0.2034
1065.0,0.1941
1080.0,0.1853
1095.0,0.1768
1110.0,0.1687
1125.0,0.161
1140.0,0.1536
1155.0,0.1466
1170.0,0.1399
1185.0,0.1335
1200.0,0.1274
1215.0,0.1216
1230.0,0.116
1245.0,0.1107
1260.0,0.1057
1275.0,0.1009
1290.0,0.0962
1305.0,0.0918
1320.0,0.0877
1335.0,0.0836
1350.0,0.0798
1365.0,0.0762
1380.0,0.0727
1395.0,0.0694
1410.0,0.0662
1425.0,0.0632
1440.0,0.0603
1455.0,0.0575
1470.0,0.0549
1485.0,0.0524
1500.0,0.05
1515.0,0.0477
1530.0,0.0455
1545.0,0.0435
1560.0,0.0415
1575.0,0.0396
1590.0,0.0378
1605.0,0.036
1620.0,0.0344
1635.0,0.0328
1650.0,0.0313
1665.0,0.0299
1680.0,0.0285
1695.0,0.0272
1710.0,0.026
1725.0,0.0248
1740.0,0.0237
1755.0,0.0226
1770.0,0.0215
1785.0,0.0206
1800.0,0.0196
1815.0,0.0187
1830.0,0.0179
1845.0,0.0171
1860.0,0.0163
1875.0,0.0155
1890.0,0.0148
1905.0,0.0141
1920.0,0.0135
1935.0,0.0129
1950.0,0.0123
1965.0,0.0117
1980.0,0.0112
1995.0,0.0107
2010.0,0.0102
2025.0,0.0097
2040.0,0.0093
2055.0,0.0089
2070.0,0.0085
2085.0,0.0081
2100.0,0.0077
2175.0,0.0061
