# Synthetic flood velocity hydrograph — case 012
# type=flash  V_peak=0.649 m/s  lead_ratio=0.181  alpha_v=3.177  recession_ratio_v=1.140
# time (min), velocity (m/s)
0.0,0.0
5.0,0.0177
10.0,0.1042
15.0,0.2455
20.0,0.398
25.0,0.5255
30.0,0.6094
35.0,0.6463
40.0,0.4598
45.0,0.2658
50.0,0.1536
55.0,0.0888
60.0,0.0513
65.0,0.0297
70.0,0.0172
75.0,0.0099
80.0,0.0057
85.0,0.0033
90.0,0.0019
95.0,0.0011
100.0,0.0006
105.0,0.0004
110.0,0.0002
115.0,0.0001
120.0,0.0001
125.0,0.0
130.0,0.0
155.0,0.0
