# Synthetic flood velocity hydrograph — case 053
# type=flash  V_peak=0.585 m/s  lead_ratio=0.044  alpha_v=2.202  recession_ratio_v=1.459
# time (min), velocity (m/s)
0.0,0.0
5.0,0.0148
10.0,0.0579
15.0,0.1199
20.0,0.1917
25.0,0.2658
30.0,0.3369
35.0,0.4013
40.0,0.4568
45.0,0.5022
50.0,0.5373
55.0,0.5622
60.0,0.5776
65.0,0.5845
70.0,0.5059
75.0,0.3996
80.0,0.3157
85.0,0.2493
90.0,0.197
95.0,0.1556
100.0,0.1229
105.0,0.0971
110.0,0.0767
115.0,0.0606
120.0,0.0478
125.0,0.0378
130.0,0.0299
135.0,0.0236
140.0,0.0186
145.0,0.0147
150.0,0.0116
155.0,0.0092
160.0,0.0073
165.0,0.0057
170.0,0.0045
175.0,0.0036
180.0,0.0028
185.0,0.0022
190.0,0.0018
195.0,0.0014
200.0,0.0011
205.0,0.0009
210.0,0.0007
215.0,0.0005
240.0,0.0002
