# Synthetic flood velocity hydrograph — case 061
# type=flash  V_peak=0.616 m/s  lead_ratio=0.120  alpha_v=1.478  recession_ratio_v=2.031
# time (min), velocity (m/s)
0.0,0.0
5.0,0.0262
10.0,0.0682
15.0,0.1162
20.0,0.1662
25.0,0.2161
30.0,0.2645
35.0,0.3106
40.0,0.3538
45.0,0.3937
50.0,0.4301
55.0,0.463
60.0,0.4924
65.0,0.5182
70.0,0.5406
75.0,0.5597
80.0,0.5757
85.0,0.5888
90.0,0.5991
95.0,0.6067
100.0,0.612
105.0,0.615
110.0,0.616
115.0,0.5557
120.0,0.5013
125.0,0.4522
130.0,0.4079
135.0,0.3679
140.0,0.3319
145.0,0.2994
150.0,0.2701
155.0,0.2436
160.0,0.2198
165.0,0.1982
170.0,0.1788
175.0,0.1613
180.0,0.1455
185.0,0.1313
190.0,0.1184
195.0,0.1068
200.0,0.0964
205.0,0.0869
210.0,0.0784
215.0,0.0707
220.0,0.0638
225.0,0.0576
230.0,0.0519
235.0,0.0468
240.0,0.0422
245.0,0.0381
250.0,0.0344
255.0,0.031
260.0,0.028
265.0,0.0252
270.0,0.0228
275.0,0.0205
280.0,0.0185
285.0,0.0167
290.0,0.0151
295.0,0.0136
300.0,0.0123
305.0,0.0111
310.0,0.01
315.0,0.009
320.0,0.0081
325.0,0.0073
330.0,0.0066
335.0,0.006
340.0,0.0054
345.0,0.0049
350.0,0.0044
355.0,0.0039
380.0,0.0024
