# Synthetic flood velocity hydrograph — case 002
# type=short  V_peak=0.389 m/s  lead_ratio=0.180  alpha_v=2.119  recession_ratio_v=1.769
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0048
30.0,0.019
45.0,0.0405
60.0,0.0671
75.0,0.0971
90.0,0.1289
105.0,0.1611
120.0,0.1928
135.0,0.2232
150.0,0.2516
165.0,0.2777
180.0,0.3011
195.0,0.3217
210.0,0.3395
225.0,0.3543
240.0,0.3663
255.0,0.3757
270.0,0.3824
285.0,0.3867
300.0,0.3888
315.0,0.3651
330.0,0.3215
345.0,0.2832
360.0,0.2494
375.0,0.2197
390.0,0.1935
405.0,0.1704
420.0,0.1501
435.0,0.1322
450.0,0.1164
465.0,0.1025
480.0,0.0903
495.0,0.0795
510.0,0.0701
525.0,0.0617
540.0,0.0543
555.0,0.0479
570.0,0.0422
585.0,0.0371
600.0,0.0327
615.0,0.0288
630.0,0.0254
645.0,0.0223
660.0,0.0197
675.0,0.0173
690.0,0.0153
705.0,0.0134
720.0,0.0118
735.0,0.0104
750.0,0.0092
765.0,0.0081
780.0,0.0071
795.0,0.0063
810.0,0.0055
825.0,0.0049
840.0,0.0043
855.0,0.0038
870.0,0.0033
885.0,0.0029
900.0,0.0026
915.0,0.0023
930.0,0.002
945.0,0.0018
960.0,0.0016
975.0,0.0014
990.0,0.0012
1005.0,0.0011
1020.0,0.0009
1035.0,0.0008
1050.0,0.0007
1065.0,0.0006
1080.0,0.0006
1095.0,0.0005
1110.0,0.0004
1125.0,0.0004
1140.0,0.0003
1155.0,0.0003
1170.0,0.0003
1185.0,0.0002
1200.0,0.0002
1275.0,0.0001
