# Synthetic flood velocity hydrograph — case 014
# type=short  V_peak=0.266 m/s  lead_ratio=0.093  alpha_v=2.877  recession_ratio_v=2.011
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0
30.0,0.0002
45.0,0.0007
60.0,0.0016
75.0,0.0028
90.0,0.0046
105.0,0.0068
120.0,0.0095
135.0,0.0127
150.0,0.0164
165.0,0.0205
180.0,0.0252
195.0,0.0302
210.0,0.0357
225.0,0.0415
240.0,0.0476
255.0,0.0541
270.0,0.0608
285.0,0.0678
300.0,0.0749
315.0,0.0822
330.0,0.0896
345.0,0.0972
360.0,0.1047
375.0,0.1123
390.0,0.1199
405.0,0.1275
420.0,0.135
435.0,0.1425
450.0,0.1498
465.0,0.157
480.0,0.1641
495.0,0.171
510.0,0.1777
525.0,0.1842
540.0,0.1905
555.0,0.1966
570.0,0.2025
585.0,0.2081
600.0,0.2135
615.0,0.2186
630.0,0.2235
645.0,0.2281
660.0,0.2324
675.0,0.2365
690.0,0.2402
705.0,0.2438
720.0,0.247
735.0,0.25
750.0,0.2527
765.0,0.2551
780.0,0.2573
795.0,0.2592
810.0,0.2609
825.0,0.2623
840.0,0.2635
855.0,0.2645
870.0,0.2652
885.0,0.2657
900.0,0.2659
915.0,0.2637
930.0,0.2539
945.0,0.2446
960.0,0.2355
975.0,0.2268
990.0,0.2184
1005.0,0.2103
1020.0,0.2026
1035.0,0.1951
1050.0,0.1878
1065.0,0.1809
1080.0,0.1742
1095.0,0.1678
1110.0,0.1616
1125.0,0.1556
1140.0,0.1498
1155.0,0.1443
1170.0,0.139
1185.0,0.1338
1200.0,0.1289
1215.0,0.1241
1230.0,0.1195
1245.0,0.1151
1260.0,0.1108
1275.0,0.1067
1290.0,0.1028
1305.0,0.099
1320.0,0.0953
1335.0,0.0918
1350.0,0.0884
1365.0,0.0851
1380.0,0.082
1395.0,0.079
1410.0,0.076
1425.0,0.0732
1440.0,0.0705
1455.0,0.0679
1470.0,0.0654
1485.0,0.063
1500.0,0.0607
1515.0,0.0584
1530.0,0.0562
1545.0,0.0542
1560.0,0.0522
1575.0,0.0502
1590.0,0.0484
1605.0,0.0466
1620.0,0.0449
1635.0,0.0432
1650.0,0.0416
1665.0,0.0401
1680.0,0.0386
1695.0,0.0372
1710.0,0.0358
1725.0,0.0345
1740.0,0.0332
1755.0,0.032
1770.0,0.0308
1785.0,0.0296
1800.0,0.0285
1815.0,0.0275
1830.0,0.0265
1845.0,0.0255
1860.0,0.0246
1875.0,0.0236
1890.0,0.0228
1905.0,0.0219
1920.0,0.0211
1935.0,0.0203
1950.0,0.0196
1965.0,0.0189
1980.0,0.0182
1995.0,0.0175
2010.0,0.0168
2025.0,0.0162
2040.0,0.0156
2055.0,0.015
2070.0,0.0145
2085.0,0.0139
2100.0,0.0134
2115.0,0.0129
2130.0,0.0125
2145.0,0.012
2160.0,0.0116
2175.0,0.0111
2190.0,0.0107
2205.0,0.0103
2220.0,0.0099
2235.0,0.0096
2250.0,0.0092
2265.0,0.0089
2280.0,0.0085
2295.0,0.0082
2310.0,0.0079
2325.0,0.0076
2340.0,0.0074
2355.0,0.0071
2370.0,0.0068
2385.0,0.0066
2400.0,0.0063
2415.0,0.0061
2430.0,0.0059
2445.0,0.0056
2460.0,0.0054
2475.0,0.0052
2490.0,0.005
2505.0,0.0049
2520.0,0.0047
2535.0,0.0045
2550.0,0.0043
2565.0,0.0042
2580.0,0.004
2595.0,0.0039
2610.0,0.0037
2625.0,0.0036
2640.0,0.0035
2655.0,0.0033
2670.0,0.0032
2685.0,0.0031
2700.0,0.003
2715.0,0.0029
2730.0,0.0028
2745.0,0.0027
2760.0,0.0026
2775.0,0.0025
2790.0,0.0024
2805.0,0.0023
2820.0,0.0022
2835.0,0.0021
2850.0,0.002
2865.0,0.002
2880.0,0.0019
2895.0,0.0018
2910.0,0.0018
2925.0,0.0017
2940.0,0.0016
2955.0,0.0016
2970.0,0.0015
2985.0,0.0015
3060.0,0.0012
