# Synthetic flood velocity hydrograph — case 030
# type=flash  V_peak=0.289 m/s  lead_ratio=0.180  alpha_v=3.031  recession_ratio_v=1.906
# time (min), velocity (m/s)
0.0,0.0
5.0,0.0002
10.0,0.0016
15.0,0.005
20.0,0.0108
25.0,0.019
30.0,0.0296
35.0,0.0424
40.0,0.057
45.0,0.0731
50.0,0.0902
55.0,0.1081
60.0,0.1262
65.0,0.1443
70.0,0.162
75.0,0.1791
80.0,0.1954
85.0,0.2106
90.0,0.2246
95.0,0.2373
100.0,0.2487
105.0,0.2586
110.0,0.2671
115.0,0.2742
120.0,0.2798
125.0,0.284
130.0,0.2869
135.0,0.2886
140.0,0.286
145.0,0.2623
150.0,0.2405
155.0,0.2205
160.0,0.2022
165.0,0.1854
170.0,0.17
175.0,0.1559
180.0,0.143
185.0,0.1311
190.0,0.1202
195.0,0.1102
200.0,0.1011
205.0,0.0927
210.0,0.085
215.0,0.078
220.0,0.0715
225.0,0.0655
230.0,0.0601
235.0,0.0551
240.0,0.0505
245.0,0.0463
250.0,0.0425
255.0,0.039
260.0,0.0357
265.0,0.0328
270.0,0.03
275.0,0.0276
280.0,0.0253
285.0,0.0232
290.0,0.0212
295.0,0.0195
300.0,0.0179
305.0,0.0164
310.0,0.015
315.0,0.0138
320.0,0.0126
325.0,0.0116
330.0,0.0106
335.0,0.0097
340.0,0.0089
345.0,0.0082
350.0,0.0075
355.0,0.0069
360.0,0.0063
365.0,0.0058
370.0,0.0053
375.0,0.0049
380.0,0.0045
385.0,0.0041
390.0,0.0038
395.0,0.0034
400.0,0.0032
405.0,0.0029
410.0,0.0027
415.0,0.0024
420.0,0.0022
425.0,0.002
430.0,0.0019
435.0,0.0017
440.0,0.0016
445.0,0.0014
450.0,0.0013
455.0,0.0012
460.0,0.0011
465.0,0.001
470.0,0.0009
495.0,0.0006
