# Synthetic flood velocity hydrograph — case 038
# type=short  V_peak=0.419 m/s  lead_ratio=0.144  alpha_v=2.906  recession_ratio_v=3.117
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0009
30.0,0.006
45.0,0.0169
60.0,0.034
75.0,0.0568
90.0,0.0842
105.0,0.1151
120.0,0.1481
135.0,0.1821
150.0,0.2159
165.0,0.2487
180.0,0.2796
195.0,0.308
210.0,0.3335
225.0,0.3558
240.0,0.3747
255.0,0.3901
270.0,0.4021
285.0,0.4108
300.0,0.4163
315.0,0.4188
330.0,0.402
345.0,0.3752
360.0,0.3502
375.0,0.3268
390.0,0.305
405.0,0.2846
420.0,0.2657
435.0,0.2479
450.0,0.2314
465.0,0.216
480.0,0.2016
495.0,0.1881
510.0,0.1756
525.0,0.1638
540.0,0.1529
555.0,0.1427
570.0,0.1332
585.0,0.1243
600.0,0.116
615.0,0.1083
630.0,0.1011
645.0,0.0943
660.0,0.088
675.0,0.0822
690.0,0.0767
705.0,0.0716
720.0,0.0668
735.0,0.0623
750.0,0.0582
765.0,0.0543
780.0,0.0507
795.0,0.0473
810.0,0.0441
825.0,0.0412
840.0,0.0384
855.0,0.0359
870.0,0.0335
885.0,0.0312
900.0,0.0292
915.0,0.0272
930.0,0.0254
945.0,0.0237
960.0,0.0221
975.0,0.0207
990.0,0.0193
1005.0,0.018
1020.0,0.0168
1035.0,0.0157
1050.0,0.0146
1065.0,0.0136
1080.0,0.0127
1095.0,0.0119
1110.0,0.0111
1125.0,0.0104
1140.0,0.0097
1155.0,0.009
1170.0,0.0084
1185.0,0.0079
1200.0,0.0073
1215.0,0.0068
1230.0,0.0064
1245.0,0.006
1260.0,0.0056
1275.0,0.0052
1290.0,0.0048
1305.0,0.0045
1320.0,0.0042
1335.0,0.0039
1350.0,0.0037
1365.0,0.0034
1380.0,0.0032
1395.0,0.003
1410.0,0.0028
1425.0,0.0026
1440.0,0.0024
1455.0,0.0023
1470.0,0.0021
1485.0,0.002
1500.0,0.0018
1515.0,0.0017
1530.0,0.0016
1605.0,0.0011
