# Synthetic flood velocity hydrograph — case 056
# type=flash  V_peak=0.757 m/s  lead_ratio=0.166  alpha_v=1.780  recession_ratio_v=1.217
# time (min), velocity (m/s)
0.0,0.0
5.0,0.0979
10.0,0.2653
15.0,0.4307
20.0,0.567
25.0,0.6655
30.0,0.7262
35.0,0.7538
40.0,0.5901
45.0,0.3564
50.0,0.2153
55.0,0.13
60.0,0.0786
65.0,0.0474
70.0,0.0287
75.0,0.0173
80.0,0.0105
85.0,0.0063
90.0,0.0038
95.0,0.0023
100.0,0.0014
105.0,0.0008
110.0,0.0005
115.0,0.0003
120.0,0.0002
125.0,0.0001
130.0,0.0001
155.0,0.0
