# Synthetic flood velocity hydrograph — case 066
# type=flash  V_peak=1.480 m/s  lead_ratio=0.176  alpha_v=2.813  recession_ratio_v=1.225
# time (min), velocity (m/s)
0.0,0.0
5.0,0.0017
10.0,0.0111
15.0,0.0316
20.0,0.0644
25.0,0.1095
30.0,0.1659
35.0,0.2321
40.0,0.3065
45.0,0.3873
50.0,0.4725
55.0,0.5603
60.0,0.6492
65.0,0.7376
70.0,0.8241
75.0,0.9076
80.0,0.9872
85.0,1.0619
90.0,1.1313
95.0,1.1947
100.0,1.2519
105.0,1.3026
110.0,1.3467
115.0,1.3843
120.0,1.4153
125.0,1.44
130.0,1.4585
135.0,1.4712
140.0,1.4782
145.0,1.4495
150.0,1.2723
155.0,1.1168
160.0,0.9803
165.0,0.8605
170.0,0.7554
175.0,0.663
180.0,0.582
185.0,0.5109
190.0,0.4484
195.0,0.3936
200.0,0.3455
205.0,0.3033
210.0,0.2662
215.0,0.2337
220.0,0.2051
225.0,0.1801
230.0,0.1581
235.0,0.1387
240.0,0.1218
245.0,0.1069
250.0,0.0938
255.0,0.0824
260.0,0.0723
265.0,0.0635
270.0,0.0557
275.0,0.0489
280.0,0.0429
285.0,0.0377
290.0,0.0331
295.0,0.029
300.0,0.0255
305.0,0.0224
310.0,0.0196
315.0,0.0172
320.0,0.0151
325.0,0.0133
330.0,0.0117
335.0,0.0102
340.0,0.009
345.0,0.0079
350.0,0.0069
355.0,0.0061
360.0,0.0053
365.0,0.0047
370.0,0.0041
375.0,0.0036
380.0,0.0032
385.0,0.0028
390.0,0.0024
395.0,0.0021
400.0,0.0019
405.0,0.0016
410.0,0.0014
415.0,0.0013
420.0,0.0011
425.0,0.001
430.0,0.0009
455.0,0.0004
