# Synthetic flood velocity hydrograph — case 017
# type=short  V_peak=0.545 m/s  lead_ratio=0.033  alpha_v=2.317  recession_ratio_v=2.809
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0002
30.0,0.0007
45.0,0.0018
60.0,0.0035
75.0,0.0057
90.0,0.0085
105.0,0.0119
120.0,0.0158
135.0,0.0203
150.0,0.0252
165.0,0.0307
180.0,0.0366
195.0,0.0429
210.0,0.0497
225.0,0.0569
240.0,0.0644
255.0,0.0722
270.0,0.0804
285.0,0.0889
300.0,0.0976
315.0,0.1066
330.0,0.1157
345.0,0.1251
360.0,0.1346
375.0,0.1443
390.0,0.1541
405.0,0.164
420.0,0.1739
435.0,0.184
450.0,0.1941
465.0,0.2042
480.0,0.2143
495.0,0.2244
510.0,0.2344
525.0,0.2445
540.0,0.2545
555.0,0.2644
570.0,0.2743
585.0,0.284
600.0,0.2937
615.0,0.3032
630.0,0.3126
645.0,0.3219
660.0,0.3311
675.0,0.3401
690.0,0.349
705.0,0.3577
720.0,0.3662
735.0,0.3745
750.0,0.3827
765.0,0.3907
780.0,0.3985
795.0,0.4061
810.0,0.4135
825.0,0.4207
840.0,0.4277
855.0,0.4346
870.0,0.4412
885.0,0.4475
900.0,0.4537
915.0,0.4597
930.0,0.4655
945.0,0.471
960.0,0.4763
975.0,0.4815
990.0,0.4864
1005.0,0.4911
1020.0,0.4956
1035.0,0.4999
1050.0,0.5039
1065.0,0.5078
1080.0,0.5115
1095.0,0.5149
1110.0,0.5182
1125.0,0.5212
1140.0,0.5241
1155.0,0.5267
1170.0,0.5292
1185.0,0.5315
1200.0,0.5336
1215.0,0.5355
1230.0,0.5372
1245.0,0.5387
1260.0,0.5401
1275.0,0.5413
1290.0,0.5423
1305.0,0.5432
1320.0,0.5439
1335.0,0.5444
1350.0,0.5447
1365.0,0.5449
1380.0,0.5437
1395.0,0.5341
1410.0,0.5246
1425.0,0.5153
1440.0,0.5062
1455.0,0.4973
1470.0,0.4885
1485.0,0.4798
1500.0,0.4714
1515.0,0.463
1530.0,0.4548
1545.0,0.4468
1560.0,0.4389
1575.0,0.4311
1590.0,0.4235
1605.0,0.416
1620.0,0.4086
1635.0,0.4014
1650.0,0.3943
1665.0,0.3873
1680.0,0.3805
1695.0,0.3738
1710.0,0.3671
1725.0,0.3607
1740.0,0.3543
1755.0,0.348
1770.0,0.3419
1785.0,0.3358
1800.0,0.3299
1815.0,0.324
1830.0,0.3183
1845.0,0.3127
1860.0,0.3071
1875.0,0.3017
1890.0,0.2964
1905.0,0.2911
1920.0,0.286
1935.0,0.2809
1950.0,0.276
1965.0,0.2711
1980.0,0.2663
1995.0,0.2616
2010.0,0.2569
2025.0,0.2524
2040.0,0.2479
2055.0,0.2435
2070.0,0.2392
2085.0,0.235
2100.0,0.2308
2115.0,0.2268
2130.0,0.2228
2145.0,0.2188
2160.0,0.2149
2175.0,0.2111
2190.0,0.2074
2205.0,0.2037
2220.0,0.2001
2235.0,0.1966
2250.0,0.1931
2265.0,0.1897
2280.0,0.1863
2295.0,0.1831
2310.0,0.1798
2325.0,0.1766
2340.0,0.1735
2355.0,0.1704
2370.0,0.1674
2385.0,0.1645
2400.0,0.1616
2415.0,0.1587
2430.0,0.1559
2445.0,0.1531
2460.0,0.1504
2475.0,0.1478
2490.0,0.1451
2505.0,0.1426
2520.0,0.1401
2535.0,0.1376
2550.0,0.1351
2565.0,0.1328
2580.0,0.1304
2595.0,0.1281
2610.0,0.1258
2625.0,0.1236
2640.0,0.1214
2655.0,0.1193
2670.0,0.1172
2685.0,0.1151
2700.0,0.1131
2715.0,0.1111
2730.0,0.1091
2745.0,0.1072
2760.0,0.1053
2775.0,0.1034
2790.0,0.1016
2805.0,0.0998
2820.0,0.098
2835.0,0.0963
2850.0,0.0946
2865.0,0.0929
2880.0,0.0913
2895.0,0.0897
2910.0,0.0881
2925.0,0.0865
2940.0,0.085
2955.0,0.0835
2970.0,0.082
2985.0,0.0805
3000.0,0.0791
3015.0,0.0777
3030.0,0.0763
3045.0,0.075
3060.0,0.0737
3075.0,0.0724
3090.0,0.0711
3105.0,0.0698
3120.0,0.0686
3135.0,0.0674
3150.0,0.0662
3165.0,0.065
3180.0,0.0639
3195.0,0.0627
3210.0,0.0616
3225.0,0.0605
3240.0,0.0595
3255.0,0.0584
3270.0,0.0574
3285.0,0.0564
3300.0,0.0554
3315.0,0.0544
3330.0,0.0534
3345.0,0.0525
3360.0,0.0516
3375.0,0.0506
3390.0,0.0497
3405.0,0.0489
3420.0,0.048
3435.0,0.0472
3450.0,0.0463
3465.0,0.0455
3480.0,0.0447
3495.0,0.0439
3510.0,0.0431
3525.0,0.0424
3540.0,0.0416
3555.0,0.0409
3570.0,0.0402
3585.0,0.0394
3600.0,0.0388
3615.0,0.0381
3630.0,0.0374
3645.0,0.0367
3660.0,0.0361
3675.0,0.0354
3690.0,0.0348
3705.0,0.0342
3720.0,0.0336
3735.0,0.033
3750.0,0.0324
3765.0,0.0318
3780.0,0.0313
3795.0,0.0307
3810.0,0.0302
3825.0,0.0296
3840.0,0.0291
3855.0,0.0286
3870.0,0.0281
3885.0,0.0276
3900.0,0.0271
3915.0,0.0266
3930.0,0.0262
3945.0,0.0257
3960.0,0.0253
3975.0,0.0248
3990.0,0.0244
4005.0,0.0239
4020.0,0.0235
4035.0,0.0231
4050.0,0.0227
4065.0,0.0223
4080.0,0.0219
4095.0,0.0215
4110.0,0.0211
4125.0,0.0207
4140.0,0.0204
4155.0,0.02
4170.0,0.0197
4185.0,0.0193
4200.0,0.019
4215.0,0.0186
4230.0,0.0183
4245.0,0.018
4260.0,0.0177
4275.0,0.0174
4290.0,0.0171
4305.0,0.0167
4320.0,0.0165
4335.0,0.0162
4350.0,0.0159
4365.0,0.0156
4380.0,0.0153
4395.0,0.015
4410.0,0.0148
4425.0,0.0145
4440.0,0.0143
4455.0,0.014
4470.0,0.0138
4485.0,0.0135
4500.0,0.0133
4515.0,0.013
4530.0,0.0128
4545.0,0.0126
4560.0,0.0124
4575.0,0.0121
4590.0,0.0119
4605.0,0.0117
4620.0,0.0115
4635.0,0.0113
4650.0,0.0111
4665.0,0.0109
4680.0,0.0107
4695.0,0.0105
4710.0,0.0103
4725.0,0.0102
4740.0,0.01
4755.0,0.0098
4770.0,0.0096
4785.0,0.0095
4800.0,0.0093
4815.0,0.0091
4830.0,0.009
4845.0,0.0088
4860.0,0.0087
4875.0,0.0085
4890.0,0.0084
4905.0,0.0082
4920.0,0.0081
4935.0,0.0079
4950.0,0.0078
4965.0,0.0076
4980.0,0.0075
4995.0,0.0074
5010.0,0.0072
5025.0,0.0071
5040.0,0.007
5055.0,0.0069
5070.0,0.0067
5085.0,0.0066
5100.0,0.0065
5115.0,0.0064
5130.0,0.0063
5145.0,0.0062
5160.0,0.0061
5175.0,0.0059
5190.0,0.0058
5205.0,0.0057
5220.0,0.0056
5235.0,0.0055
5250.0,0.0054
5265.0,0.0053
5280.0,0.0053
5295.0,0.0052
5310.0,0.0051
5325.0,0.005
5340.0,0.0049
5355.0,0.0048
5370.0,0.0047
