# Synthetic flood velocity hydrograph — case 079
# type=prolonged  V_peak=1.022 m/s  lead_ratio=0.109  alpha_v=2.690  recession_ratio_v=5.235
# time (min), velocity (m/s)
0.0,0.0
60.0,0.0001
120.0,0.0008
180.0,0.0023
240.0,0.0048
300.0,0.0084
360.0,0.0133
420.0,0.0194
480.0,0.0268
540.0,0.0355
600.0,0.0455
660.0,0.0568
720.0,0.0692
780.0,0.0829
840.0,0.0976
900.0,0.1134
960.0,0.1302
1020.0,0.1479
1080.0,0.1665
1140.0,0.1858
1200.0,0.2059
1260.0,0.2266
1320.0,0.2478
1380.0,0.2696
1440.0,0.2917
1500.0,0.3142
1560.0,0.337
1620.0,0.36
1680.0,0.3831
1740.0,0.4064
1800.0,0.4296
1860.0,0.4529
1920.0,0.476
1980.0,0.4991
2040.0,0.5219
2100.0,0.5446
2160.0,0.5669
2220.0,0.589
2280.0,0.6107
2340.0,0.6321
2400.0,0.653
2460.0,0.6735
2520.0,0.6935
2580.0,0.7131
2640.0,0.7321
2700.0,0.7506
2760.0,0.7685
2820.0,0.7858
2880.0,0.8026
2940.0,0.8188
3000.0,0.8343
3060.0,0.8493
3120.0,0.8636
3180.0,0.8773
3240.0,0.8903
3300.0,0.9027
3360.0,0.9145
3420.0,0.9256
3480.0,0.9361
3540.0,0.946
3600.0,0.9552
3660.0,0.9638
3720.0,0.9717
3780.0,0.9791
3840.0,0.9858
3900.0,0.9919
3960.0,0.9974
4020.0,1.0024
4080.0,1.0067
4140.0,1.0105
4200.0,1.0137
4260.0,1.0164
4320.0,1.0185
4380.0,1.0202
4440.0,1.0213
4500.0,1.0219
4560.0,1.0189
4620.0,1.0071
4680.0,0.9955
4740.0,0.984
4800.0,0.9726
4860.0,0.9614
4920.0,0.9503
4980.0,0.9393
5040.0,0.9284
5100.0,0.9177
5160.0,0.9071
5220.0,0.8967
5280.0,0.8863
5340.0,0.8761
5400.0,0.8659
5460.0,0.8559
5520.0,0.8461
5580.0,0.8363
5640.0,0.8266
5700.0,0.8171
5760.0,0.8077
5820.0,0.7983
5880.0,0.7891
5940.0,0.78
6000.0,0.771
6060.0,0.7621
6120.0,0.7533
6180.0,0.7446
6240.0,0.736
6300.0,0.7275
6360.0,0.7191
6420.0,0.7108
6480.0,0.7026
6540.0,0.6945
6600.0,0.6864
6660.0,0.6785
6720.0,0.6707
6780.0,0.6629
6840.0,0.6553
6900.0,0.6477
6960.0,0.6402
7020.0,0.6328
7080.0,0.6255
7140.0,0.6183
7200.0,0.6112
7260.0,0.6041
7320.0,0.5971
7380.0,0.5902
7440.0,0.5834
7500.0,0.5767
7560.0,0.57
7620.0,0.5634
7680.0,0.5569
7740.0,0.5505
7800.0,0.5441
7860.0,0.5379
7920.0,0.5316
7980.0,0.5255
8040.0,0.5194
8100.0,0.5134
8160.0,0.5075
8220.0,0.5016
8280.0,0.4959
8340.0,0.4901
8400.0,0.4845
8460.0,0.4789
8520.0,0.4733
8580.0,0.4679
8640.0,0.4625
8700.0,0.4571
8760.0,0.4519
8820.0,0.4466
8880.0,0.4415
8940.0,0.4364
9000.0,0.4313
9060.0,0.4264
9120.0,0.4214
9180.0,0.4166
9240.0,0.4118
9300.0,0.407
9360.0,0.4023
9420.0,0.3977
9480.0,0.3931
9540.0,0.3885
9600.0,0.384
9660.0,0.3796
9720.0,0.3752
